epoch,split,loss,ppl,top1,top3,top5,mrr,tokens,lr,seconds
24,val,0.7891939511643695,2.201621096729391,0.8000513493467222,0.9926684543846637,0.999657671021852,0.8959825334773671,35054,0.0002456135984623034,1.4592721462249756
25,train,0.8016032357672731,2.22911185706588,nan,nan,nan,nan,634893,0.00023816778784387094,1.4482336044311523
25,val,0.7896135502596947,2.202545088789387,0.8034461117133566,0.9928396188737376,0.9996861984366977,0.8975457118392337,35054,0.00023816778784387094,1.4482336044311523
26,train,0.8002196207458994,2.226029757127703,nan,nan,nan,nan,634893,0.00023037401924684946,1.4590959548950195
26,val,0.7882211137234182,2.199480318779014,0.8021623780453015,0.992896673703429,0.9996861984366977,0.8969677391711717,35054,0.00023037401924684946,1.4590959548950195
27,train,0.7994089864582041,2.224225992276738,nan,nan,nan,nan,634893,0.00022226305111525726,1.473078727722168
27,val,0.7883917919417011,2.1998557541993846,0.8034746391282022,0.9932104752667313,0.9997147258515433,0.8977632473068338,35054,0.00022226305111525726,1.473078727722168
28,train,0.7990866564973085,2.223509173131974,nan,nan,nan,nan,634893,0.00021386689373476087,1.4562065601348877
28,val,0.788052486691165,2.1991094582097963,0.8028185085867519,0.9929537285331204,0.9996861984366977,0.8973244572213585,35054,0.00021386689373476087,1.4562065601348877
29,train,0.7984837228898346,2.2221689487987133,nan,nan,nan,nan,634893,0.0002052186829027017,1.4746918678283691
29,val,0.7876722163418678,2.1982733610695315,0.8017059394077709,0.9931819478518856,0.9996861984366977,0.8968161037033934,35054,0.0002052186829027017,1.4746918678283691
30,train,0.7977573885880644,2.2205554972903925,nan,nan,nan,nan,634893,0.0001963525491562421,1.4810502529144287
30,val,0.7878963089937382,2.1987660331765873,0.7997375477834199,0.992811091458892,0.9996861984366977,0.8957510616432861,35054,0.0001963525491562421,1.4810502529144287
31,train,0.7971287221709038,2.219159947335462,nan,nan,nan,nan,634893,0.00018730348307472824,1.4710898399353027
31,val,0.7872473568620321,2.197339602165018,0.8038169681063502,0.9933816397558053,0.9996291436070064,0.8978564489341445,35054,0.00018730348307472824,1.4710898399353027
32,train,0.7959485934311036,2.2165425976119795,nan,nan,nan,nan,634893,0.0001781071971878587,1.46897292137146
32,val,0.7873960466898262,2.1976663485033954,0.8018485764819993,0.9927540366292007,0.999657671021852,0.8968070356628345,35054,0.0001781071971878587,1.46897292137146
33,train,0.7960591767300749,2.2167877237579128,nan,nan,nan,nan,634893,0.00016879998503464561,1.4568207263946533
33,val,0.7869022242891106,2.196581359549179,0.8017915216523078,0.9925258173104353,0.9996291436070064,0.896901706842033,35054,0.00016879998503464561,1.4568207263946533
34,train,0.7959866924685733,2.216627047360176,nan,nan,nan,nan,634893,0.000159418577929397,1.4788920879364014
34,val,0.7869122976186088,2.1966034865484296,0.8014206652593142,0.9928396188737376,0.9996291436070064,0.8965954759085981,35054,0.000159418577929397,1.4788920879364014
35,train,0.7951444651006071,2.214760929354454,nan,nan,nan,nan,634893,0.00015,1.4634675979614258
35,val,0.7861383696069542,2.194904131253845,0.8015062475038512,0.9932675300964227,0.999657671021852,0.8967647668931328,35054,0.00015,1.4634675979614258
36,train,0.794434212613853,2.213188448392175,nan,nan,nan,nan,634893,0.000140581422070603,1.4467670917510986
36,val,0.7859222870157484,2.194429901919912,0.7997375477834199,0.9927825640440463,0.999657671021852,0.8957667670437931,35054,0.000140581422070603,1.4467670917510986
37,train,0.7946715778721674,2.2137138447928852,nan,nan,nan,nan,634893,0.00013120001496535433,1.4530103206634521
37,val,0.7854904420565448,2.1934824530186825,0.8028470360015976,0.992811091458892,0.999657671021852,0.8971988627702081,35054,0.00013120001496535433,1.4530103206634521
38,train,0.7941577002441256,2.212576559011047,nan,nan,nan,nan,634893,0.00012189280281214126,1.4638526439666748
38,val,0.785597767792895,2.193717882771734,0.8015633023335426,0.9926969817995094,0.9996861984366977,0.8965631596964683,35054,0.00012189280281214126,1.4638526439666748
39,train,0.7934957028117445,2.2111123237235093,nan,nan,nan,nan,634893,0.0001126965169252718,1.4724311828613281
39,val,0.7853416842702057,2.193156179693048,0.8033034746391282,0.9931248930221943,0.9996291436070064,0.8976634361783784,35054,0.0001126965169252718,1.4724311828613281
40,train,0.7933407462006934,2.210769723795919,nan,nan,nan,nan,634893,0.0001036474508437579,1.4650216102600098
40,val,0.7856667354543966,2.1938691835814743,0.7992240543161979,0.9930393107776573,0.9996291436070064,0.8955328854232042,35054,0.0001036474508437579,1.4650216102600098
41,train,0.7931664485852559,2.210384425484044,nan,nan,nan,nan,634893,9.47813170972983e-05,1.4501447677612305
41,val,0.7848499893968713,2.1920780811125646,0.8029896730758259,0.9928396188737376,0.9996861984366977,0.8974712870455226,35054,9.47813170972983e-05,1.4501447677612305
42,train,0.7934872736340416,2.211093685943362,nan,nan,nan,nan,634893,8.613310626523909e-05,1.4801549911499023
42,val,0.7852311545384959,2.1929137841251145,0.8018200490671535,0.9927825640440463,0.999657671021852,0.8966986649169852,35054,8.613310626523909e-05,1.4801549911499023
43,train,0.7928191423197394,2.209616878418541,nan,nan,nan,nan,634893,7.773694888474267e-05,1.457200288772583
43,val,0.78470730859602,2.1917653359683174,0.8025902892679866,0.9933531123409597,0.999657671021852,0.8972834560272187,35054,7.773694888474267e-05,1.457200288772583
44,train,0.7921809965635733,2.208207270600285,nan,nan,nan,nan,634893,6.962598075315046e-05,1.4573123455047607
44,val,0.7848713283222006,2.192124858202138,0.8016488845780795,0.9931819478518856,0.9996291436070064,0.8967215091359046,35054,6.962598075315046e-05,1.4573123455047607
45,train,0.7923356152810018,2.20854872717339,nan,nan,nan,nan,634893,6.183221215612904e-05,1.4768400192260742
45,val,0.7846912788489163,2.1917302028058594,0.8019341587265362,0.993324584926114,0.9996861984366977,0.8969240426377875,35054,6.183221215612904e-05,1.4768400192260742
46,train,0.7920003781690915,2.2078084637653954,nan,nan,nan,nan,634893,5.4386401537696536e-05,1.491194248199463
46,val,0.784577878092702,2.191481673035442,0.8033034746391282,0.9929252011182746,0.9997147258515433,0.8975330778718192,35054,5.4386401537696536e-05,1.491194248199463
47,train,0.7919518188019101,2.207701256586515,nan,nan,nan,nan,634893,4.7317934110696685e-05,1.4700095653533936
47,val,0.7845223340215784,2.1913599526019842,0.8027329263422148,0.9932960575112684,0.9997147258515433,0.897351919036968,35054,4.7317934110696685e-05,1.4700095653533936
48,train,0.7917739622498402,2.207308637369003,nan,nan,nan,nan,634893,4.06547058867883e-05,1.4725067615509033
48,val,0.7843266864001,2.1909312601771487,0.8022764877046842,0.993067838192503,0.9997147258515433,0.8970348301348455,35054,4.06547058867883e-05,1.4725067615509033
49,train,0.7916253919709915,2.20698072126914,nan,nan,nan,nan,634893,3.442301358363163e-05,1.4755008220672607
49,val,0.7845227168556791,2.1913607915294615,0.8047869002111029,0.9932104752667313,0.9997147258515433,0.8983575591631839,35054,3.442301358363163e-05,1.4755008220672607
50,train,0.7911866448256267,2.2060126271676,nan,nan,nan,nan,634893,2.8647450843757897e-05,1.4578423500061035
50,val,0.7842761959183228,2.1908206417948928,0.8024191247789125,0.9931819478518856,0.9997147258515433,0.8971346412633009,35054,2.8647450843757897e-05,1.4578423500061035
51,train,0.7915365991381241,2.2067847658986603,nan,nan,nan,nan,634893,2.335081117469777e-05,1.4678213596343994
51,val,0.7842209152407604,2.190699535092858,0.8031893649797456,0.993067838192503,0.9996291436070064,0.8975345404590062,35054,2.335081117469777e-05,1.4678213596343994
52,train,0.791013623660312,2.205630973310198,nan,nan,nan,nan,634893,1.8553997993420495e-05,1.4545471668243408
52,val,0.7841752858039364,2.1905995769873545,0.8032178923945912,0.9929252011182746,0.999743253266389,0.8975026699877332,35054,1.8553997993420495e-05,1.4545471668243408
53,train,0.7911191501014195,2.2058637379784054,nan,nan,nan,nan,634893,1.4275942130097096e-05,1.4512875080108643
53,val,0.7842190735092681,2.1906955004162496,0.8035887487875849,0.9930963656073487,0.9996861984366977,0.8977004674930108,35054,1.4275942130097096e-05,1.4512875080108643
54,train,0.790867453066041,2.205308598481521,nan,nan,nan,nan,634893,1.0533527116762296e-05,1.4528694152832031
54,val,0.7842380074941337,2.1907369794043796,0.8041307696696526,0.99315342043704,0.9996861984366977,0.8979604876360401,35054,1.0533527116762296e-05,1.4528694152832031
55,train,0.7910413126695373,2.2056920458920812,nan,nan,nan,nan,634893,7.34152255572697e-06,1.4684154987335205
55,val,0.784089857692515,2.190412446195841,0.8038169681063502,0.9930393107776573,0.9997147258515433,0.897796489824182,35054,7.34152255572697e-06,1.4684154987335205
56,train,0.790927657093903,2.2054413709385066,nan,nan,nan,nan,634893,4.712525830705338e-06,1.4721338748931885
56,val,0.7841039114097851,2.190443229849376,0.8037884406915046,0.992982255947966,0.9997147258515433,0.8977727193000442,35054,4.712525830705338e-06,1.4721338748931885
57,train,0.7906563221762672,2.2048430388636353,nan,nan,nan,nan,634893,2.656912390696708e-06,1.466432809829712
57,val,0.7841933358652169,2.190639117800816,0.8036743310321218,0.9931248930221943,0.9997147258515433,0.8977275880382767,35054,2.656912390696708e-06,1.466432809829712
58,train,0.790820916593248,2.2052059735858465,nan,nan,nan,nan,634893,1.1827948028283352e-06,1.4580707550048828
58,val,0.7841639218402071,2.1905746832346624,0.8036172762024305,0.993067838192503,0.9997147258515433,0.897684741198401,35054,1.1827948028283352e-06,1.4580707550048828
59,train,0.7906802479180547,2.2048957919999417,nan,nan,nan,nan,634893,2.959907357592661e-07,1.4620420932769775
59,val,0.78416330217737,2.1905733258173594,0.8035602213727392,0.993067838192503,0.9997147258515433,0.8976514777869501,35054,2.959907357592661e-07,1.4620420932769775
60,train,0.7911795557562087,2.20599698864638,nan,nan,nan,nan,634893,0.0,1.4745781421661377
60,val,0.7841635193209644,2.190573801486377,0.8035602213727392,0.993067838192503,0.9997147258515433,0.8976514777869501,35054,0.0,1.4745781421661377
60,test,0.7828528922011907,2.1877046566545015,0.8030906439308952,0.9931848777204397,0.9996914965223245,0.8975736135748542,35656,0.0,0.0
