epoch,split,loss,ppl,top1,top3,top5,mrr,tokens,lr,seconds
10,train,0.7701858401769907,2.160167662425548,nan,nan,nan,nan,30759006,0.0002336864124434586,51.953246116638184
10,val,0.7617641318452606,2.1420517509589496,0.8112332926711542,0.9960180317750065,0.9999666511623825,0.9026344399013357,1709205,0.0002336864124434586,51.953246116638184
11,train,0.7700154458120756,2.1597996133862307,nan,nan,nan,nan,30759006,0.00021976287169448957,51.964696168899536
11,val,0.7616734016197969,2.1418574109370203,0.8112666415087716,0.995980002398776,0.9999613855564429,0.9027033401493677,1709205,0.00021976287169448957,51.964696168899536
12,train,0.7698776522894734,2.1595020274925623,nan,nan,nan,nan,30759006,0.0002050244052637352,51.964454889297485
12,val,0.7614752859663649,2.1414331174874692,0.8114708300057629,0.9960098408324338,0.9999631407584227,0.9028034906487958,1709205,0.0002050244052637352,51.964454889297485
13,train,0.7697136358465252,2.1591478626966927,nan,nan,nan,nan,30759006,0.00018964317858121316,51.97462725639343
13,val,0.7614094846202755,2.1412922129416834,0.8117276745621502,0.9959846829373891,0.9999666511623825,0.90290846338283,1709205,0.00018964317858121316,51.97462725639343
14,train,0.7695982365633521,2.1588987129571997,nan,nan,nan,nan,30759006,0.00017379886539510065,51.948426961898804
14,val,0.7612707638039179,2.1409951917398318,0.8115691213166355,0.9959776621294696,0.9999590452871364,0.9028586938079399,1709205,0.00017379886539510065,51.948426961898804
15,train,0.7695051047472079,2.158697660161542,nan,nan,nan,nan,30759006,0.00015767654893680702,51.96390891075134
15,val,0.7611154275878135,2.1406626434771123,0.8116527859443425,0.9959817576007559,0.9999584602198098,0.9028973185358836,1709205,0.00015767654893680702,51.96390891075134
16,train,0.7694005200708689,2.1584719052708974,nan,nan,nan,nan,30759006,0.00014146455989588977,51.9214985370636
16,val,0.7610547573588874,2.140532772924157,0.8115369426136713,0.9959887784086754,0.9999572900851565,0.9028432580863618,1709205,0.00014146455989588977,51.9214985370636
17,train,0.7692603294518784,2.158169328968099,nan,nan,nan,nan,30759006,0.0001253522764602211,51.986857175827026
17,val,0.7610438415645417,2.1405094074361446,0.8111788814097782,0.9959899485433287,0.9999584602198098,0.9026405876791037,1709205,0.0001253522764602211,51.986857175827026
18,train,0.7691953137669837,2.1580290186722917,nan,nan,nan,nan,30759006,0.00010952791211994278,51.95513415336609
18,val,0.7609528566410018,2.140314662210946,0.811836497084902,0.9959606951769975,0.9999584602198098,0.9029921840033086,1709205,0.00010952791211994278,51.95513415336609
19,train,0.7691060535046215,2.157836401032578,nan,nan,nan,nan,30759006,9.417631707668206e-05,51.949289083480835
19,val,0.7609346138389386,2.1402756172303565,0.8114895521602148,0.9960010648225345,0.999964310893076,0.9028189737928233,1709205,9.417631707668206e-05,51.949289083480835
20,train,0.7690138511097461,2.157637452520559,nan,nan,nan,nan,30759006,7.947681894057387e-05,51.98656511306763
20,val,0.7608476893306638,2.1400895829103446,0.8115878434710875,0.9959519191670981,0.9999584602198098,0.9028677406400197,1709205,7.947681894057387e-05,51.98656511306763
21,train,0.7689614902146633,2.1575244796499873,nan,nan,nan,nan,30759006,6.560112793869895e-05,51.96782159805298
21,val,0.7608140555498163,2.1400176048167734,0.8114497675820045,0.9959975544185747,0.9999584602198098,0.9027865556921931,1709205,6.560112793869895e-05,51.96782159805298
22,train,0.7689322086011994,2.1574613047770708,nan,nan,nan,nan,30759006,5.2711331104966535e-05,51.99099540710449
22,val,0.760737653528438,2.13985410939175,0.8116059805582128,0.9959729815908566,0.9999584602198098,0.9028632732167513,1709205,5.2711331104966535e-05,51.99099540710449
23,train,0.7688809586912504,2.1573507379127776,nan,nan,nan,nan,30759006,4.0957998882044225e-05,52.011600732803345
23,val,0.7607065407528767,2.1397875336267944,0.8116451800690965,0.9959852680047157,0.9999584602198098,0.9028894035576848,1709205,4.0957998882044225e-05,52.011600732803345
24,train,0.7688288800715313,2.1572383889896107,nan,nan,nan,nan,30759006,3.0478426252812905e-05,51.9683997631073
24,val,0.7606713015021842,2.139712130446052,0.8114357259661655,0.9960028200245143,0.9999584602198098,0.9027895701601768,1709205,3.0478426252812905e-05,51.9683997631073
25,train,0.7687638359848769,2.1570980779521545,nan,nan,nan,nan,30759006,2.1395028947334402e-05,51.93464231491089
25,val,0.7606371605599335,2.1396390799047875,0.811576142124555,0.9960063304284741,0.9999584602198098,0.9028652940987184,1709205,2.1395028947334402e-05,51.93464231491089
26,train,0.7687297973295343,2.157024654483764,nan,nan,nan,nan,30759006,1.3813913459826908e-05,51.985642433166504
26,val,0.7606072629336174,2.139575110731393,0.8117844260928326,0.9959870232066955,0.9999584602198098,0.9029546734172467,1709205,1.3813913459826908e-05,51.985642433166504
27,train,0.7687346506260182,2.157035123189339,nan,nan,nan,nan,30759006,7.823637579803594e-06,51.95979881286621
27,val,0.7605976462648061,2.1395545352450904,0.8116703379641412,0.9959922888126351,0.9999584602198098,0.902902203619519,1709205,7.823637579803594e-06,51.95979881286621
28,train,0.7687128307215254,2.156988057402451,nan,nan,nan,nan,30759006,3.4941759160647563e-06,51.982362270355225
28,val,0.7605799853902684,2.1395167491745455,0.8115539095661434,0.9959852680047157,0.9999584602198098,0.9028546783263272,1709205,3.4941759160647563e-06,51.982362270355225
29,train,0.7686938915158437,2.156947206148825,nan,nan,nan,nan,30759006,8.761024976374209e-07,51.97869086265564
29,val,0.7605740758250165,2.1395041055980677,0.8114889670928882,0.9959794173314495,0.9999584602198098,0.9028137841770736,1709205,8.761024976374209e-07,51.97869086265564
30,train,0.7687050625420425,2.1569713015971597,nan,nan,nan,nan,30759006,0.0,51.9916889667511
30,val,0.7605723110721282,2.139500329905349,0.8115012535067473,0.9959829277354092,0.9999584602198098,0.9028238537342653,1709205,0.0,51.9916889667511
30,test,0.7605843293585804,2.1395260431876935,0.8116905493075662,0.996014651946075,0.9999643120623474,0.9029265236692567,1709261,0.0,0.0
