epoch,split,loss,ppl,top1,top3,top5,mrr,tokens,lr,seconds
13,train,0.7706250575673183,2.1611166540204585,nan,nan,nan,nan,17616341,0.0001985215137369447,26.297482013702393
13,val,0.7645291456954169,2.147982749586088,0.812165267091309,0.9954169698852812,0.999945829483479,0.903194999262821,978392,0.0001985215137369447,26.297482013702393
14,train,0.7705117055696882,2.160871701013832,nan,nan,nan,nan,17616341,0.0001823867101866657,26.317293643951416
14,val,0.7643340525504422,2.1475637337510074,0.8123093811069592,0.9955150900661494,0.9999519619947833,0.9032567236279017,978392,0.0001823867101866657,26.317293643951416
15,train,0.770315312067021,2.160447361521779,nan,nan,nan,nan,17616341,0.0001658476897938602,26.3176007270813
15,val,0.7639634087064641,2.1467678999680992,0.81259352079739,0.9954701183165847,0.9999478736539138,0.9034066627307868,978392,0.0001658476897938602,26.3176007270813
16,train,0.7701982236126698,2.1601944128884827,nan,nan,nan,nan,17616341,0.0001491108752103854,26.320026874542236
16,val,0.7638919377733504,2.1466144739459256,0.8121959296478303,0.9954782949983237,0.9999488957391311,0.9032047769452326,978392,0.0001491108752103854,26.320026874542236
17,train,0.7700781873745639,2.1599351268397546,nan,nan,nan,nan,17616341,0.00013238515774708737,26.303165197372437
17,val,0.7637882004298066,2.146391801412714,0.8123870595834798,0.9954946483618018,0.9999437853130443,0.9032895221828265,978392,0.00013238515774708737,26.303165197372437
18,train,0.7699708313553577,2.1597032572493142,nan,nan,nan,nan,17616341,0.00011587929021223327,26.242604970932007
18,val,0.7637373463511842,2.1462826514106754,0.81234413200435,0.9955161121513667,0.999945829483479,0.9032913866898441,978392,0.00011587929021223327,26.242604970932007
19,train,0.7698811491572192,2.1595095789987524,nan,nan,nan,nan,17616341,9.979928147858734e-05,26.218647003173828
19,val,0.7636154310541852,2.1460210026736006,0.8123073369365245,0.995551885133975,0.9999468515686963,0.9032725380011284,978392,9.979928147858734e-05,26.218647003173828
20,train,0.7697758331073198,2.1592821599558203,nan,nan,nan,nan,17616341,8.434582529740292e-05,26.219690322875977
20,val,0.7636025370565221,2.1459933320622,0.8119066795313126,0.9955672164122356,0.999945829483479,0.9030782380042969,978392,8.434582529740292e-05,26.219690322875977
21,train,0.7696775337499484,2.159069914339088,nan,nan,nan,nan,17616341,6.971179545016862e-05,26.214531421661377
21,val,0.7634705507493148,2.1457101090182027,0.8121877529660912,0.9955242888331057,0.9999427632278269,0.9032094881192815,978392,6.971179545016862e-05,26.214531421661377
22,train,0.7695942917346091,2.158890196488302,nan,nan,nan,nan,17616341,5.607983850099028e-05,26.226049184799194
22,val,0.7633815954039753,2.145519245123764,0.8119271212356601,0.9953873294139772,0.9999427632278269,0.903064447838903,978392,5.607983850099028e-05,26.226049184799194
23,train,0.7695542604891825,2.1588037751547855,nan,nan,nan,nan,17616341,4.3620094194339997e-05,26.215397834777832
23,val,0.7633866942944831,2.145530184919368,0.8121908192217434,0.99553042134441,0.999945829483479,0.9032072602929092,978392,4.3620094194339997e-05,26.215397834777832
24,train,0.7694937381299535,2.158673123210922,nan,nan,nan,nan,17616341,3.248807194976966e-05,26.22816014289856
24,val,0.7633452647302492,2.145441298380034,0.8121713996026133,0.9954874937652802,0.999945829483479,0.9032183674846074,978392,3.248807194976966e-05,26.22816014289856
25,train,0.7694441959646361,2.158566180519294,nan,nan,nan,nan,17616341,2.2822709956947194e-05,26.217315912246704
25,val,0.7632963105178174,2.1453362725617025,0.8122940498286986,0.995413903629629,0.999945829483479,0.9032377471785338,978392,2.2822709956947194e-05,26.217315912246704
26,train,0.769414484381952,2.1585020470545007,nan,nan,nan,nan,17616341,1.474464109534984e-05,26.199894666671753
26,val,0.7632657002992809,2.145270604354629,0.8124023908617405,0.9953536006018038,0.999945829483479,0.90328735424426,978392,1.474464109534984e-05,26.199894666671753
27,train,0.7693296586598982,2.158318958325231,nan,nan,nan,nan,17616341,8.354687321580356e-06,26.200886249542236
27,val,0.763227061516723,2.1451877153115957,0.8121601566652221,0.9954169698852812,0.999945829483479,0.9031769530707017,978392,8.354687321580356e-06,26.200886249542236
28,train,0.7693360688919433,2.1583327936949255,nan,nan,nan,nan,17616341,3.732601315779321e-06,26.247032642364502
28,val,0.7632272291800991,2.1451880749810406,0.8124156779695664,0.9955130458957147,0.999945829483479,0.9033161483012433,978392,3.732601315779321e-06,26.247032642364502
29,train,0.7693228406396103,2.158304242912951,nan,nan,nan,nan,17616341,9.360710925793769e-07,26.21834444999695
29,val,0.7632177613081553,2.145167764711199,0.8125413944513038,0.9954793170835412,0.999945829483479,0.9033766908802914,978392,9.360710925793769e-07,26.21834444999695
30,train,0.7693094616977151,2.158275367279056,nan,nan,nan,nan,17616341,0.0,26.22941827774048
30,val,0.7632189724416739,2.145170362797355,0.8123931920947841,0.995514067980932,0.999945829483479,0.9033075324422624,978392,0.0,26.22941827774048
30,test,0.7631252478984761,2.1449693171066255,0.8124788621582822,0.9954888908188966,0.9999468680232351,0.9033746907552915,978695,0.0,0.0
